R,English,中文,同义,次数,总次数,正确率
0.854592915,quibble,吹毛求疵,cavil,0.0,0.0,
0.600273352,kindle,点燃,set fire; ignite,0.0,0.0,
0.289745353,compromise,妥协；使危险,1. settle by mutual concessions; 2. place in danger,0.0,0.0,
0.980256963,tardy,缓慢的，迟缓的,slowly,0.0,0.0,
0.8526227609999999,victimize,使受骗,subject to deception,0.0,0.0,
0.55816484,rant,(尤指长时间的)训斥，责骂,angry scolding,0.0,0.0,
0.8380542999999999,rarefy,使稀薄,make rare,0.0,0.0,
0.901331218,seduce,劝说(使不忠，使不顺从)，诱…误入歧途,persuade,0.0,0.0,
0.6456688829999999,facile,表面的，浅尝辄止的,lack of depth,0.0,0.0,
0.278166218,catholic,普遍的，包容的,not limited or specialized,0.0,0.0,
0.68701315,everlasting,永恒的，持久的,lasting forever,0.0,0.0,
0.281367672,virtuous,品德高尚的，正直的,showing moral excellence,0.0,0.0,
0.258619312,requisite,必需品必不可少的，必备的,necessary,0.0,0.0,
0.218472895,wince,畏缩,shrink back from pain,0.0,0.0,
0.301754601,harangue,(发表)长篇大论,long pompous,0.0,0.0,
0.844491677,parch,炽，烤；烤干,dry,0.0,0.0,
0.454459359,hypocritical,虚伪的,not being what one appears to be,0.0,0.0,
0.4559025820000001,pinnacle,顶峰,the highest point,0.0,0.0,
0.566801875,asylum,收容所，保护所,protection,0.0,0.0,
0.652623075,turncoat,叛徒,switched; traitor,0.0,0.0,
0.378220525,meek,顺从的,submissive,0.0,0.0,
0.862040412,mournful,悲伤的,expressing sorrow,0.0,0.0,
0.138972999,bogus,伪造的，假冒的,being such in appearance only,0.0,0.0,
0.8730499909999999,tactless,不机智的，笨拙的,inconsiderate or indiscreet,0.0,0.0,
0.8894418159999999,apposite,相关的，合适的,pertinent or appropriate,0.0,0.0,
0.247367385,peck,大量；(不情愿地)小口咬,1. a considerable amount; 2. eat in small bites,0.0,0.0,
0.813061472,palter,欺骗；讨价还价,"insincerely,deceitfully",0.0,0.0,
0.313487256,translucent,透明的,permitting passage of light; transparent,0.0,0.0,
0.227014599,ponderable,值得考虑的，有价值的,considerable enough to be weighed,0.0,0.0,
0.579228649,gloss,简短解释；敷衍潦草做事(甚至忽略),1. brief explanation; obscure; 2. too lightly,0.0,0.0,
0.106445338,champion,支持,support as a champion,0.0,0.0,
0.642840781,reconnoiter,侦察，勘查,make a preliminary inspection,0.0,0.0,
0.273585265,elucidate,阐明,make lucid,0.0,0.0,
0.7241045420000001,mutate,(使)改变，(使)变异,undergo mutation,0.0,0.0,
0.648792034,notoriety,坏名声,ill fame,0.0,0.0,
0.17529093899999998,relevant,有关系的，重要的,having connection,0.0,0.0,
0.934316318,oscillate,犹豫，变化,vary,0.0,0.0,
0.946457162,self-perpetuating,自续的，能使自身永久存在的,continuing without ant external intervention; ,0.0,0.0,
0.118798409,disdain,轻视，鄙视,scorn,0.0,0.0,
0.292466596,qualify,限定；使有资格，使有能力,1. reduce; 2. make competent,0.0,0.0,
0.383919496,secede,脱离，退出(组织，团体，联盟等),withdraw from an organization,0.0,0.0,
0.3710586320000001,rail,怒骂，猛烈抨击,revile or scold,0.0,0.0,
0.801366283,prophetic,预言的，预示的,foretelling,0.0,0.0,
0.323313306,unctuous,油嘴滑舌的，谄媚的,flattering,0.0,0.0,
0.354457487,vulnerable,易受攻击的，脆弱的,open to attack,0.0,0.0,
0.908709241,elaborate,详细的，复杂的；详细阐述,1. complexity; 2. in detail,0.0,0.0,
0.30537585100000003,excruciate,折磨，使痛苦,inflict pain,0.0,0.0,
0.391255812,plumb,完全的，绝对的；仔细深入地检查；探索，探究,1. having no exceptions; 2. examine closely,0.0,0.0,
0.358215192,decipher,破译；对…有清晰的想法，理解，解读,1. interpret; 2. clear idea,0.0,0.0,
0.0015269029999999998,mangle,弄砸,ruin,0.0,0.0,
0.317516399,timid,胆小的，不自信的,lacking courage or self-confidence,0.0,0.0,
0.585781699,consternation,惊愕，恐慌，恐惧,paralyzing dismay,0.0,0.0,
0.81172851,esteem,尊重,respect,0.0,0.0,
0.983912407,lug,费力搬运,laboriously,0.0,0.0,
0.258318615,detain,拘留，扣留,hold; keep,0.0,0.0,
0.082590473,tout,极力赞扬,praise,0.0,0.0,
0.358084975,culminate,达到高潮,triumphant conclusion,0.0,0.0,
0.598970249,refute,否认,declare not to be true,0.0,0.0,
0.684347893,barb,尖锐而严厉的批评,a critical remark,0.0,0.0,
0.044769743,acme,顶点，极点,highest,0.0,0.0,
0.380221749,agility,(身手)敏捷,"quickness, ease and grace",0.0,0.0,
0.787411202,calumniate,诽谤，造谣，中伤,utter false statements,0.0,0.0,
0.454211901,nondescript,平凡的，不吸引人的,lacking distinctive or interesting,0.0,0.0,
0.21084804,pessimistic,悲观的,taking the gloomist possible view,0.0,0.0,
0.8225315670000001,comprehend,理解，了解；包括，包含,1. grasp; 2. contain or hold within,0.0,0.0,
0.302148479,aloof,高冷的,distant,0.0,0.0,
0.770758093,welter,混乱，动乱,disorder,0.0,0.0,
0.244457192,deterioration,恶化；堕落,sinking,0.0,0.0,
0.029172666,dissemble,用假象隐藏真相，掩饰,FALSE,0.0,0.0,
0.082954618,sporadic,断断续续的,not often occurring,0.0,0.0,
0.104478569,replete,充满……的，富于……的,prossessing with great numbers of something,0.0,0.0,
0.065272891,license,许可，认可；自由,1. the approval; 2. the right to move freely,0.0,0.0,
0.495835383,transcend,超越，超过极限,beyond the limits,0.0,0.0,
0.602451985,aseptic,消毒的，无菌的,preventing infection,0.0,0.0,
0.395188328,overweening,傲慢的，专横的,"feeling of superiority,overbearing",0.0,0.0,
0.474934059,officious,多管闲事的,thrusting oneself,0.0,0.0,
0.5438805179999999,cement,粘合，粘合剂,a uniting or binding force,0.0,0.0,
0.968381108,timeworn,陈腐的,hackneyed,0.0,0.0,
0.490761418,revere,(尤指对神的)尊崇，尊敬,repect ,0.0,0.0,
0.6926104959999999,needy,贫困的,impoverished,0.0,0.0,
0.011028441000000002,ramification,影响，结果,result,0.0,0.0,
0.7905949320000001,virulent,有毒的,poisonous,0.0,0.0,
0.512975127,sage,智者,wisdom,0.0,0.0,
0.236489114,halcyon,宁静的，平静的,free from,0.0,0.0,
0.962390971,buoy,使充满勇气和力量，使振作,fill with courage or strength,0.0,0.0,
0.839691192,mongrel,杂种的，混血儿的,mixed origin,0.0,0.0,
0.624205909,periodical,周期性的，有固定间隔的,occuring at regular intervals,0.0,0.0,
0.095359307,herald,预示，预兆,indication of beforehand,0.0,0.0,
0.989290874,uphold,支持，赞成,support,0.0,0.0,
0.961117256,contravene,违反，反对,"violate, oppose",0.0,0.0,
0.286026978,suture,缝合,joining,0.0,0.0,
0.07465815099999999,embroider,(时常伴有夸张和想象内容地)详细说明,give elaborate account,0.0,0.0,
0.387325648,commend,赞扬,praise,0.0,0.0,
0.923485891,bonhomie,温和，和蔼,geniality,0.0,0.0,
0.217991569,smattering,少量,small amount,0.0,0.0,
0.08299807099999999,milk,榨取(财富、信息等),coerce profit,0.0,0.0,
0.613162933,quota,配额，限额,poroportional,0.0,0.0,
0.554887604,paraphrase,转述，意译，改写,in different words,0.0,0.0,
0.164214164,jocund,欢快的，高兴的,sprightly and lighthearted,0.0,0.0,
0.271739093,coeval,同时代的，同龄的,of the same age,0.0,0.0,
0.8910900490000001,flatter,拍马屁，奉承，讨好,praise excessively,0.0,0.0,
0.325126576,errant,误入歧途的，犯错误的,straying from standards,0.0,0.0,
0.017294446,reflect,反映，显露；思考,1. make manifest; 2. think seriously,0.0,0.0,
0.32148327600000004,plagiarize,剽窃，抄袭,steal,0.0,0.0,
0.327773013,conservatory,温室；艺术学院,1. a greenhouse; 2. a school specializing in fine arts,0.0,0.0,
0.702561636,machination,诡计,a crafty action,0.0,0.0,
0.427442083,caustic,挖苦讽刺的，刻薄的,marked by incisive sarcasm,0.0,0.0,
0.234615004,influx,滴入,coming in,0.0,0.0,
0.901639026,indigent,贫穷的,lacking money,0.0,0.0,
0.196715048,invidious,惹人反感的；羡慕嫉妒恨的,1. cause discontent; 2. resentment of another's possessions,0.0,0.0,
0.021643726,infelicitous,不愉快的，不幸的；不适当的，不合时宜的,1. unfortune; 2. not appropriate,0.0,0.0,
0.01806908,prosaic,单调的，常见的,being in the normal course of events,0.0,0.0,
0.535928064,mimic,仿真的，仿造的；模仿,1. in appearance; 2. model,0.0,0.0,
0.485730813,trite,陈腐的，陈词滥调的,hackneyed,0.0,0.0,
0.024194107000000003,malfeasance,非法行为,illegal behavior,0.0,0.0,
0.76211691,synonymous,同义的,"same, similar meaning",0.0,0.0,
0.266842433,ruminate,反复思考,go over in the mind,0.0,0.0,
0.061574057,veteran,老兵；有丰富经验的人；经验丰富的，资深的,"1. knowledge through long experience; 2. knowledge, experiences",0.0,0.0,
0.912079604,backfire,产生相反的结果，事与愿违,reverse,0.0,0.0,
0.950619061,prohibitive,(价格高得)抑制购买的,discourage purhcase,0.0,0.0,
0.164931746,carp,对小事吹毛求疵，挑剔，表现不满,bound by very close association,0.0,0.0,
0.015698132,turbid,混浊的,deficient in clarity,0.0,0.0,
0.670451128,ethos,道德准则,code of good conduct,0.0,0.0,
0.916907005,cellular,多孔的,porous,0.0,0.0,
0.002076935,labile,易变的，不稳定的,unstable,0.0,0.0,
0.190857129,feign,制造假象，装出…的样子,give a false appearance,0.0,0.0,
0.251585133,ebullient,热情奔放的,zestfully,0.0,0.0,
0.273077722,clownish,滑稽可笑的,acting in a funny way,0.0,0.0,
0.829551818,rhetorical,言辞华丽(却往往无内涵)的,full of fancy but meaningless words,0.0,0.0,
0.8687515859999999,heartrending,令人心碎的,"sorrow, distress",0.0,0.0,
0.973877235,pall,失去兴趣,interest attraction,0.0,0.0,
0.598869554,astounding,令人吃惊的，出乎意料的,amazement,0.0,0.0,
0.156037811,abrogate,官方的正式废除,annul,0.0,0.0,
0.246830175,proselytize,(使)改变信仰,change riligious faith,0.0,0.0,
0.410572726,dingy,昏暗的；肮脏的,darkened; dirty,0.0,0.0,
0.8698148720000001,recidivate,回到原先的习惯，尤指重新犯罪,return to criminal habits,0.0,0.0,
0.34855841200000004,harbinger,预言者,presages,0.0,0.0,
0.514493737,spectrum,光谱；范围，系列,sequence or range,0.0,0.0,
0.120058722,gainsay,否认,declare false,0.0,0.0,
0.077147544,lacerate,使非常痛苦,cause pain,0.0,0.0,
0.665238042,lithe,敏捷的，轻盈的；柔软的,1. grace; 2. easily bent,0.0,0.0,
0.176306703,deprecate,不喜欢；贬低，轻视,1. unfavorable opinion; 2. express scornfully,0.0,0.0,
0.017169488,proponent,建议者，支持者,supporter,0.0,0.0,
0.413972114,hidebound,死板的，极度保守的,tending to favor,0.0,0.0,
0.380716774,masquerade,面具，伪装；伪装，掩饰,1. display insincere; 2. disguise,0.0,0.0,
0.941733573,stricture,责难，批评,criticism,0.0,0.0,
0.251571769,gigantic,巨大的,large,0.0,0.0,
0.607779183,diverge,(使)分叉，散开；分歧,1. differnent directions from central point; 2. diffenert;differ,0.0,0.0,
0.053010192000000005,clarion,清楚响亮的,loud and clear,0.0,0.0,
0.861080148,pillory,当众嘲弄,expose to public contempt,0.0,0.0,
0.16920956899999998,partial,偏袒的，偏爱的；部分的，不完整的,1. biased; 2. lacking,0.0,0.0,
0.903443274,reproof,批评，反对,cirticism,0.0,0.0,
0.505464635,nitpick,吹毛求疵,criticize,0.0,0.0,
0.618159143,unpretentious,低调的，谦逊的；坦诚的，自然的,1. modest; 2. free from deceive,0.0,0.0,
0.128901472,largesse,慷慨,liberality,0.0,0.0,
0.845310085,indigenous,土产的，本地的；与生俱来的，先天的,1. originating; 2. innermost nature,0.0,0.0,
0.14958255,corroborate,用证据或权威证实；为…提供证据，支持,1. support with evidence; 2. provide evidence for,0.0,0.0,
0.428227465,warble,柔和地唱歌,sing with melodic embellishments,0.0,0.0,
0.899673212,dissolve,溶解，融化；解散,1. solution; melt; 2. break into parts; disintegrate,0.0,0.0,
0.7873001209999999,hurricane,飓风般的事物，引起动荡的事物,resembling a hurricane,0.0,0.0,
0.847004544,topsy-turvy,混乱的,lacking in order,0.0,0.0,
0.4506927,puissance,权力,power,0.0,0.0,
0.273320164,detritus,废品，碎屑，遗骸,"product of disintegration, destruction; debris",0.0,0.0,
0.13183776,enfranchise,给予…权利(例如选举权)；解放,1. endow rights; 2. set free,0.0,0.0,
0.969728112,stealth,秘密的,not to attract attention,0.0,0.0,
0.032990116,devious,狡猾的,lie and trick,0.0,0.0,
0.103646439,martinet,纪律严明之人,strict,0.0,0.0,
0.793617792,dank,阴湿的,wet,0.0,0.0,
0.522762171,estimable,值得尊敬的,admirabie,0.0,0.0,
0.877511742,demanding,难取悦的，难满足的费时间花心思的,1. satisfied; 2. requiring careful attention,0.0,0.0,
0.813232093,improvise,即兴而作,perform with little or no preparation,0.0,0.0,
0.167860184,hagiographic,捧为圣人一般的，过分谄媚的,overly or insincerely flattering,0.0,0.0,
0.265287565,discursive,(谈话内容)杂乱的,without order,0.0,0.0,
0.7185181490000001,prologue,序言,the preface,0.0,0.0,
0.178817368,secluded,僻静的，隐蔽的,hidden,0.0,0.0,
0.766692348,bribe,贿赂，收买,give money to a person to influence his conduct,0.0,0.0,
0.192759846,discord,意见不一致，不和谐,lack agreement harmony,0.0,0.0,
0.881203035,mean,卑贱的；吝啬的,1. ignoble; 2. sharing little,0.0,0.0,
0.5096873670000001,sybarite,沉溺于奢侈逸乐者，酒色之徒,devoted luxury,0.0,0.0,
0.426789419,manacle,限制，给…制造困难,confine or restrain,0.0,0.0,
0.5238133770000001,vapid,无趣的，乏味的,lacking interest,0.0,0.0,
0.205958923,patriot,爱国者,one who loves his country,0.0,0.0,
0.571333127,ratiocination,推理,thought processes,0.0,0.0,
0.061872265,clandestine,隐藏的，秘密的,kept in secret,0.0,0.0,
0.993137132,dwindle,逐渐减少,gradually less,0.0,0.0,
0.837253345,atone,赎罪，弥补,amend,0.0,0.0,
0.828496573,lethargic,没精打采的，行动迟缓的,sluggish,0.0,0.0,
0.665220781,effluvium,难闻的气味,offensive smell,0.0,0.0,
0.550935289,gist,要点,main point,0.0,0.0,
0.961157276,beguile,欺骗,believe what is untrue,0.0,0.0,
0.033295382000000005,detour,偏离正常标准,away from standard,0.0,0.0,
0.1309379,magnificent,壮丽的,impressive,0.0,0.0,
0.357062913,callow,不老练的，不成熟的,lacking in adult experience,0.0,0.0,
0.06388622099999999,convoke,召集开会,bring together,0.0,0.0,
0.679163737,strand,遗弃，使置于困境,leave in a unfavorable place,0.0,0.0,
0.007487703,deflect,使偏斜，使转向,turn aside from a straight course,0.0,0.0,
0.578388353,connive,暗中合作，共谋,cooperate secretly,0.0,0.0,
0.570773121,lumber,笨拙地行动；使负担(从而拖累),1. clumsiness; 2. burden,0.0,0.0,
0.592183162,succumb,屈服；死亡,1. yield to strength; 2. be brought to death,0.0,0.0,
0.142274008,inherent,内在的，本质的,essential,0.0,0.0,
0.019242238,idyll,无忧无虑的生活,carefree episode,0.0,0.0,
0.619179071,blazon,使知名；修饰，装扮,1. make known openly; 2. make more attractive; ,0.0,0.0,
0.4061045270000001,onset,起始，开始,the beginning point,0.0,0.0,
0.212522993,squeamish,恶心的，晕船的,affected with nausea,0.0,0.0,
0.150306344,cataclysmal,灾难性的,bringing about ruin,0.0,0.0,
0.477271524,blurt,突然说出,utter abruptly,0.0,0.0,
0.8152441840000001,metaphor,暗喻,used to refer to another thing similar,0.0,0.0,
0.21018219,stigma,耻辱，污名,mark of shame,0.0,0.0,
0.959181354,infraction,违背，违犯,a failure to uphold the requirements,0.0,0.0,
0.912527871,stature,高度，身高；才干，水平,.1. height; 2. quality or status,0.0,0.0,
0.7576592870000001,portentous,预兆性的，凶兆的,showing a sign of evil,0.0,0.0,
0.987307739,fathom,彻底理解，弄懂,come to understand,0.0,0.0,
0.906858345,trickle,一滴一滴地流，缓慢地流,fail in drops,0.0,0.0,
0.662506478,outmoded,过时的，废弃的,no longer usable,0.0,0.0,
0.881491582,endemic,地方性的,to a particular region,0.0,0.0,
0.636476762,specious,似是而非的，欺骗性的,false look of truth,0.0,0.0,
0.7107246779999999,eternal,永恒的,everlasting,0.0,0.0,
0.42843453,medley,大杂烩，混合物,mixture,0.0,0.0,
0.8663789740000001,demoralize,使士气低落贬低，使堕落,1. dishearten; 2. lower in character,0.0,0.0,
0.8848213779999999,intemperate,无节制的，极端的，不温和的,not temperate,0.0,0.0,
0.26280979,adhere,服从，遵守,according to the commands,0.0,0.0,
0.194511894,stomach,容忍,bear,0.0,0.0,
0.732432683,forsake,彻底放弃，抛弃,renounce,0.0,0.0,
0.734543662,fascinate,强烈吸引，使入迷,hold an intense interest,0.0,0.0,
0.057373943,unsung,被埋没的，不知名的,not celebrated,0.0,0.0,
0.484385782,list,(使)倾斜,at an angle,0.0,0.0,
0.28046346,abscond,偷偷离开,depart secretly,0.0,0.0,
0.259177573,pointer,忠告，建议,a useful suggestion or hint,0.0,0.0,
0.14238337199999998,tinker,乱修，乱调整,thoughtlessly,0.0,0.0,
0.033151877,trespass,非法侵入；违反，冒犯,enter unlawfully; offense,0.0,0.0,
0.268726219,enlighten,使知道，启发,"inform, instruct",0.0,0.0,
0.029015647,beset,使苦恼，骚扰；攻击，袭击,1. cause persistent suffering; 2. set upon,0.0,0.0,
0.882854715,anemic,缺乏力量、活力、精神的,lacking force,0.0,0.0,
0.407364938,slur,耻辱；疏忽，忽略,"1. mark of guilt; 2. without due,considerat",0.0,0.0,
0.872032227,accrete,逐渐增长,grow gradually,0.0,0.0,
0.635466554,anecdote,短小有趣的故事，段子,short narrative interesting,0.0,0.0,
0.832812137,debut,初次登台，出道,first appearance,0.0,0.0,
0.265852077,engender,引起，使发展,cause,0.0,0.0,
0.464521757,ironclad,非常坚固的，坚不可摧的,unbreakable,0.0,0.0,
0.962626439,drab,单调的，无聊的,dullness and monotony,0.0,0.0,
0.555639008,ploy,计策，手段,a clever often underhanded means,0.0,0.0,
0.012913101,sloth,怠惰，懒惰,disinclination to action,0.0,0.0,
0.912062894,dissonance,(音调)不和谐，刺身；不一致，分歧,"disagreeable, discord",0.0,0.0,
0.958132181,elude,躲闪，躲避；使无法理解，使困惑,1. avoid adroitly; 2. escape the perception,0.0,0.0,
0.466390576,immanent,内在的,innermost,0.0,0.0,
0.6053953639999999,remonstrance,抗议，抱怨,expression of protest,0.0,0.0,
0.361484355,runic,神秘的,mysterious,0.0,0.0,
0.29342795,goad,刺激，驱使，激发,incite; rouse,0.0,0.0,
0.448774517,fragile,易碎的,broken,0.0,0.0,
0.8841576659999999,flaw,瑕疵，缺点；降低，破坏，使不完美,1. imperfection; 2. reduce perfection,0.0,0.0,
0.359143941,plush,奢华的，豪华的,notably luxurious,0.0,0.0,
0.672825318,awe,敬畏,"dread, veneration and wonder",0.0,0.0,
0.8477061029999999,chromatic,彩色的,relating to color,0.0,0.0,
0.097393314,sublime,崇高的，庄严的,high moral,0.0,0.0,
0.878156775,dogged,固执的，任性的,sticking to,0.0,0.0,
0.917840932,diabolic,恶魔一般的,devil,0.0,0.0,
0.76562568,spurn,摈弃，拒绝,reject with distain,0.0,0.0,
0.6880421520000001,dispatch,迅速；发送，派遣,1. promptness; 2. one place to another,0.0,0.0,
0.800894192,incubate,孵化；帮助，培养，促进,1. cover and warm eggs; 2. aid,0.0,0.0,
0.8384821709999999,waddle,摇摇摆摆地走,tlit the body from side to side,0.0,0.0,
0.840221542,dazzling,炫目的，耀眼的,reflecting much light,0.0,0.0,
0.176784446,retract,收回，否认,take back,0.0,0.0,
0.516614948,indispensable,必不可少的，不可或缺的,impossible to do without,0.0,0.0,
0.073360914,barricade,障碍物；用障碍物阻止通过,1. an obstruction; 2. prevent access,0.0,0.0,
0.50704158,ream,怒斥，训斥,criticize,0.0,0.0,
0.589256386,heterodox,非正统的，异端的,unorthodox opinions,0.0,0.0,
0.784408232,commodious,宽敞舒适的,"spacious, roomy",0.0,0.0,
0.587169863,anarchist,反抗权威的人,rebel against any authority,0.0,0.0,
0.213691797,stereotype,成见，老套的理念,a conventional opinion,0.0,0.0,
0.438747278,ham-handed,笨手笨脚的,lacking dexterity,0.0,0.0,
0.468478068,nibble,小口咬,small bites,0.0,0.0,
0.945329425,latitude,(行动或言论)自由,freedom,0.0,0.0,
0.169156912,hegemony,霸权，统治权,preponderant authority,0.0,0.0,
0.768965828,travail,辛苦劳动,arduous,0.0,0.0,
0.001299395,teeter,蹒跚，不稳定地行走；犹豫不决,1. unsteadily; 2. uncertainty,0.0,0.0,
0.56233215,provident,有远见的；节俭的,1. frugal; 2. showing awareness for the future,0.0,0.0,
0.770560852,sanity,心智健全，神智正常,healthy condition,0.0,0.0,
0.5249218729999999,scant,不足的，缺乏的,scarcely,0.0,0.0,
0.26594588,peel,脱去(衣服等),take off one's clothes,0.0,0.0,
0.7385175209999999,overshadow,(在重要性上)超越，超过,exceed in importance,0.0,0.0,
0.7464398409999999,pastiche,(带嘲讽的)模仿；大杂烩,1. with satirical intent; 2. hodgepodge,0.0,0.0,
0.769068235,repeal,撤销，废除(法律等),rescind or annul ,0.0,0.0,
0.08036053,discompose,使不安；使混乱,"1. disturb composure; perturb; 2. undo order, arrangement",0.0,0.0,
0.029796342000000007,counterpart,(地位、功能)对等的人或物,same function or characteristics,0.0,0.0,
0.23262442,sprawl,杂乱无序地发展，蔓生，蔓延,irregularly ,0.0,0.0,
0.059115011,histrionic,夸张做作的,dramatic,0.0,0.0,
0.715623404,lash,猛击，撞击,strike with force,0.0,0.0,
0.758927453,manipulate,巧妙处理；暗中操控,deviously,0.0,0.0,
0.736148218,regimen,(政治上的)统治,lawful control,0.0,0.0,
0.393405069,grisly,令人反感的，令人恐惧的,repugnance,0.0,0.0,
0.365670948,agreeable,令人愉悦的；相一致的,1. pleasing to the mind or senses; 2. in harmony,0.0,0.0,
0.071436405,epitomize,代表，体现，是…的典型范例,represent,0.0,0.0,
0.403798698,wag,摆动,move to and fro or up and down,0.0,0.0,
0.646196953,prevalent,流行的，普遍的,commonly accepted,0.0,0.0,
0.4924216,ennui,倦怠；缺乏兴趣,"listlessness, lack of interest",0.0,0.0,
0.622761249,falter,蹒跚；犹豫，踌躇,1. walk unsteadily; 2. unsteady in purpose or action,0.0,0.0,
0.359621751,default,不履行义务，玩忽职守,nonperformance,0.0,0.0,
0.65611571,obloquy,谩骂，诽谤,abusively language,0.0,0.0,
0.385278493,apoplectic,极度愤怒的,extremely angry,0.0,0.0,
0.117350079,dependable,可靠的，值得信赖的,depended on,0.0,0.0,
0.200702045,traverse,横穿,pass across,0.0,0.0,
0.551626944,maladroit,笨拙的,lack of nimbleness,0.0,0.0,
0.8990541329999999,resonant,(声音)洪亮的，共鸣的,strong in tone,0.0,0.0,
0.212918818,faze,打扰，使尴尬,disturb the composure,0.0,0.0,
0.307503278,protrude,突出,project,0.0,0.0,
0.761846012,hie,匆匆忙忙,hasten,0.0,0.0,
0.622764643,browbeat,恐吓,intimidate,0.0,0.0,
0.000966352,epic,宏大的，超凡脱俗的,surpassing the usual,0.0,0.0,
0.018969061,plump,丰满的；鼎力支持，赞不绝口,1. well-rounded; 2. give full support,0.0,0.0,
0.104315891,favorable,有利的,promote,0.0,0.0,
0.495303685,tranquility,宁静，淡定,freedom from storm,0.0,0.0,
0.219898968,truculent,好战的，好斗的,eagerness to fight,0.0,0.0,
0.744689995,scrawl,乱涂，潦草地写,carelessly,0.0,0.0,
0.521720159,mitigate,减轻痛苦，使缓和,less severe,0.0,0.0,
0.117312203,harbor,心怀，牢记,keep in one's mind,0.0,0.0,
0.145867301,stock,普通的，常备的,commonly used,0.0,0.0,
0.096703628,incorrigible,不可救药的，积习难改的；无法管制的,1. incapable of being corrected; 2. impossible to control,0.0,0.0,
0.7199055940000001,aberrant,异常的，非常规的,deviating,0.0,0.0,
0.621652377,pallid,无生气的，缺乏活力的；苍白无血色的,"1. lacking radiance,vitality; 2. pale",0.0,0.0,
0.029984545,dishearten,使沮丧，使失去信心,lose spirit or morale,0.0,0.0,
0.400853703,dissipate,驱散；浪费,1. drive away; ; 2. disperse,0.0,0.0,
0.626980946,considerable,(数量上)可观(而值得注意)的；值得考虑的，重要的,1. sufficiently large in size; 2. a school specializing in fine arts,0.0,0.0,
0.85456649,preponderant,占优势的，更重要的,having superior importance,0.0,0.0,
0.982959782,insubordinate,不服从权威的,not submissive,0.0,0.0,
0.238177344,slumber,睡着,sleep,0.0,0.0,
0.6893636459999999,venal,贪污受贿的,open to corrupt,0.0,0.0,
0.390729654,justify,证明…的合理性，为…辩解,prove to be just,0.0,0.0,
0.227645103,misbehaving,调皮的，行为不端的,childish misbehavior,0.0,0.0,
0.447977842,fraudulent,欺诈的,fraud,0.0,0.0,
0.306321978,incongruent,不全等的；不一致的,not conforming,0.0,0.0,
0.211227984,ensconce,隐藏,hiding,0.0,0.0,
0.80200612,vim,活力，精力,energy,0.0,0.0,
0.432907077,salubrious,有益健康的,promoting health,0.0,0.0,
0.136486458,applicable,可用的，可行的；相关的，有关的,1. put to use; 2. having to do with,0.0,0.0,
0.112862509,extraneous,无关的，不重要的,no relevance,0.0,0.0,
0.018264231,accustom,使习惯,make familiar with,0.0,0.0,
0.407774625,confluence,汇合，混合,come together to the same point,0.0,0.0,
0.649430582,cantankerous,脾气不好的,showing a bad temper,0.0,0.0,
0.540724594,lance,刺穿，刺破,penetrate with a pointed object,0.0,0.0,
0.823383492,muddy,浑浊的，不清晰的；使难以理解,1. lacking clarity; 2. make unclear,0.0,0.0,
0.838619545,thorny,棘手的,difficulties,0.0,0.0,
0.049571458,assess,评估(重要性、尺寸、价值等)；征收费用(如罚款),1. determine value; 2. charge penalty,0.0,0.0,
0.061960807,stipulate,规定，特定要求,specify agreement,0.0,0.0,
