R,English,中文,同义,次数,总次数,正确率
0.278166218,disregard,漠视，不关注；缺乏兴趣，缺乏关心,1. no attention; 2. lack of interest or concern,0.0,0.0,
0.68701315,asunder,分离地,apart,0.0,0.0,
0.281367672,fabricate,捏造,make up,0.0,0.0,
0.258619312,bewitching,迷人的，令人着迷的,attract,0.0,0.0,
0.218472895,maelstrom,混乱、动荡的局势,turbulent,0.0,0.0,
0.301754601,cling,紧贴；支持,adhere,0.0,0.0,
0.844491677,plummet,突然下降,decline suddenly,0.0,0.0,
0.454459359,manacle,限制，给…制造困难,confine or restrain,0.0,0.0,
0.45590258200000006,bombast,夸大的言辞,pompous speech,0.0,0.0,
0.566801875,intrepid,大胆的,resolute fearlessness,0.0,0.0,
0.652623075,burgeon,迅速成长扩大，蓬勃发展,grow rapidly,0.0,0.0,
0.378220525,quarantine,隔离,isolation,0.0,0.0,
0.862040412,neutralize,使无效,make inoperative or ineffective,0.0,0.0,
0.138972999,neophyte,初学者，新手,beginner,0.0,0.0,
0.8730499909999999,jeopardy,危险,risk of danger,0.0,0.0,
0.8894418159999999,intrigue,阴谋；激起…的兴趣,1. secret plan; 2. arouse curiosity,0.0,0.0,
0.247367385,disavow,拒绝承认，否认,disclaim; not true,0.0,0.0,
0.813061472,sanguine,乐观的，确信的,free from doubt,0.0,0.0,
0.313487256,equity,不偏不倚，公平,lack of favoritism,0.0,0.0,
0.22701459899999998,platitude,陈词滥调,a banal statement,0.0,0.0,
0.579228649,plaintive,悲伤的,expressing suffering,0.0,0.0,
0.10644533800000001,obstinate,固执的,in spite of persuasion,0.0,0.0,
0.642840781,imperative,命令的，强制性的；迫切的,1. force one's compliance; 2. needing immediate attention,0.0,0.0,
0.273585265,steep,陡峭的；过分的，过高的,1. approaching perpendicular; 2. beyond limit,0.0,0.0,
0.7241045420000001,obtrusive,扎眼的，难看显眼的,noticeable in an unpleasant,0.0,0.0,
0.648792034,indigent,贫穷的,lacking money,0.0,0.0,
0.17529093899999998,bohemian,特立独行之人,protest against or indifference to convention,0.0,0.0,
0.9343163179999999,fantasy,幻想；产生幻想,1. imaginative fiction; 2. form a mental picture,0.0,0.0,
0.9464571620000001,abase,降低(地位、职位、威望或尊严),lower,0.0,0.0,
0.11879840900000001,elephantine,巨大的；笨拙的,1. enormous size; 2. clumsy; ,0.0,0.0,
0.292466596,vigorous,精力旺盛的,active strength,0.0,0.0,
0.383919496,assert,断言，肯定地说出,declare forcefully,0.0,0.0,
0.37105863200000005,proprietary,私营的,privately owned,0.0,0.0,
0.801366283,sap,削弱；健康，活力,"1. weaken energy,vitality; 2. active strength; ",0.0,0.0,
0.323313306,axiomatic,不言自明的,self-evident,0.0,0.0,
0.354457487,hyperbole,夸张,exaggeration used for emphasis,0.0,0.0,
0.908709241,project,预测，预计,estimate based on present data or trends,0.0,0.0,
0.30537585100000003,incite,煽动，激起,provoke,0.0,0.0,
0.39125581200000004,malicious,恶意的,deliberately harmful,0.0,0.0,
0.358215192,resign,辞职，放弃(职位),give up office,0.0,0.0,
0.0015269029999999998,prudish,过分守礼的,prudery,0.0,0.0,
0.317516399,sloppy,邋遢的，不整洁的；混乱的,1. lacking neatness; 2. lacking in order,0.0,0.0,
0.585781699,demur,表示异议，反对,opposition; object,0.0,0.0,
0.81172851,predestine,预先注定,in advance,0.0,0.0,
0.983912407,bale,痛苦，悲哀,sorrow,0.0,0.0,
0.258318615,untold,数不清的,numerous,0.0,0.0,
0.082590473,annotate,给…作注解,commentary or explanatory notes,0.0,0.0,
0.358084975,teetotalism,禁酒,abstinence from alcoholic,0.0,0.0,
0.598970249,hypnotic,催眠的,cause sleep,0.0,0.0,
0.684347893,nondescript,平凡的，不吸引人的,lacking distinctive or interesting,0.0,0.0,
0.044769743,ruminate,反复思考,go over in the mind,0.0,0.0,
0.380221749,choleric,易怒的，暴躁的,easily angered,0.0,0.0,
0.787411202,erudite,博学的,learned,0.0,0.0,
0.45421190100000003,yoke,连接,become joined,0.0,0.0,
0.21084804,prod,促使…行动,try to persuade,0.0,0.0,
0.8225315670000001,retard,减速，延迟,cause slowly,0.0,0.0,
0.30214847899999997,self-absorbed,自恋的，自私的,absorbed in one's own,0.0,0.0,
0.770758093,repatriate,遣返,return to the country,0.0,0.0,
0.244457192,discompose,使不安；使混乱,"1. disturb composure; perturb; 2. undo order, arrangement",0.0,0.0,
0.029172666,placid,冷静的，淡定的,free from agitation,0.0,0.0,
0.082954618,infraction,违背，违犯,a failure to uphold the requirements,0.0,0.0,
0.10447856900000001,formidable,艰难的,requiring effort,0.0,0.0,
0.065272891,mingle,混合，结合,mix,0.0,0.0,
0.49583538299999996,turbid,混浊的,deficient in clarity,0.0,0.0,
0.602451985,compelling,极具说服力的,persuade,0.0,0.0,
0.395188328,sectarian,狭隘的,not broad,0.0,0.0,
0.47493405899999996,exalt,赞扬,praise,0.0,0.0,
0.5438805179999999,fitful,断断续续的,erratic or intermittent,0.0,0.0,
0.968381108,varnish,粉饰(令人不悦的东西),conceal unpleasant,0.0,0.0,
0.49076141799999995,plumb,完全的，绝对的；仔细深入地检查；探索，探究,1. having no exceptions; 2. examine closely,0.0,0.0,
0.6926104959999999,terse,简洁的，简明的, brief,0.0,0.0,
0.011028441000000002,limp,柔软的，松散的,lacking firm,0.0,0.0,
0.7905949320000001,supposition,猜想，推测,little or no evidence,0.0,0.0,
0.512975127,affluent,富裕的,sufficient,0.0,0.0,
0.23648911399999997,green,无经验的,deficient; experience,0.0,0.0,
0.9623909709999999,versed,熟知的；精通的,1. having information; 2. exceptional knowledge,0.0,0.0,
0.839691192,blatant,(让人生厌地)惹人注目的,noticeable,0.0,0.0,
0.624205909,monopolize,垄断，主宰,have complete control over,0.0,0.0,
0.09535930699999999,mediate,调解，调停,bring about an agreement,0.0,0.0,
0.989290874,sinew,活力，力量,vigorous strength,0.0,0.0,
0.961117256,rejoice,欣喜，喜悦,feel joy,0.0,0.0,
0.286026978,persiflage,开玩笑,teasing,0.0,0.0,
0.07465815099999999,exonerate,免除责备,free from blame,0.0,0.0,
0.38732564799999997,coronation,加冕，加冕礼,the act of crowning a sovereign,0.0,0.0,
0.9234858909999999,chord,与…和谐一致；符合,agree,0.0,0.0,
0.217991569,delusion,错觉，妄想,false ,0.0,0.0,
0.08299807099999999,harbor,心怀，牢记,keep in one's mind,0.0,0.0,
0.613162933,gorge,峡谷；狼吞虎咽,1. canyon; 2. eat greedily,0.0,0.0,
0.554887604,prune,修剪；修整,cut off,0.0,0.0,
0.164214164,gloat,幸灾乐祸，自鸣得意,self-satisfaction,0.0,0.0,
0.271739093,deadlock,僵局；使陷入僵局，使停顿,1. a state of inaction or neutralization; 2. to a deadlock,0.0,0.0,
0.8910900490000001,hoary,极老的,extremely old,0.0,0.0,
0.325126576,exult,感到欢喜,rejoice,0.0,0.0,
0.017294446,harrow,折磨，使苦恼,distress; torment,0.0,0.0,
0.32148327600000004,sermon,布道，说教,public speech,0.0,0.0,
0.327773013,abiding,持久的,enduring,0.0,0.0,
0.702561636,abysmal,(程度)很深的；极端的,immeasurably great,0.0,0.0,
0.427442083,stamina,耐力,moral strength,0.0,0.0,
0.234615004,resent,怨恨，憎恨,angry or upset,0.0,0.0,
0.9016390259999999,premeditate,预谋,think about beforehand,0.0,0.0,
0.196715048,brash,愚勇的，鲁莽的,bold,0.0,0.0,
0.021643726000000002,strand,遗弃，使置于困境,leave in a unfavorable place,0.0,0.0,
0.01806908,sturdy,强健的，结实的,strength,0.0,0.0,
0.535928064,showcase,展示(优点),exhibit in an attractive aseptic,0.0,0.0,
0.485730813,submerge,使淹没,under water,0.0,0.0,
0.024194107000000003,slumber,睡着,sleep,0.0,0.0,
0.76211691,nascent,新生的,recently come into existence,0.0,0.0,
0.266842433,veteran,老兵；有丰富经验的人；经验丰富的，资深的,"1. knowledge through long experience; 2. knowledge, experiences",0.0,0.0,
0.061574057,lenient,宽大仁慈的,merciful,0.0,0.0,
0.9120796040000001,scant,不足的，缺乏的,scarcely,0.0,0.0,
0.9506190609999999,peddle,叫卖，兜售,sell,0.0,0.0,
0.164931746,expire,断气，死亡；到期,1. die ; 2. come to an end,0.0,0.0,
0.015698132,stratagem,谋略，策略,deceiving,0.0,0.0,
0.670451128,renegade,背教者，叛徒,allegiance,0.0,0.0,
0.916907005,soothsayer,预言家,predicts future,0.0,0.0,
0.002076935,resurrect,使重生，使复苏,bring back to life,0.0,0.0,
0.190857129,shrink,(在数量或价值方面)降低，减少,reduced,0.0,0.0,
0.251585133,askew,不成直线的(地)，歪的(地),awry,0.0,0.0,
0.27307772199999997,dispassionate,客观公正的，不易被情绪或偏见影响的,unaffected,0.0,0.0,
0.829551818,visionary,空想的，不切实际的；有远见的,1. guided by ideals; 2. foresight,0.0,0.0,
0.8687515859999999,emaciate,削弱,feeble,0.0,0.0,
0.973877235,swear,咒骂；宣誓,1. curse; 2. oath,0.0,0.0,
0.598869554,impertinent,无关紧要的；粗鲁无礼的，大胆的,1. not having relevance; 2. insolent rudeness,0.0,0.0,
0.156037811,diminish,(使)变小，(使)减少；轻视，贬低,1. smaller; less; 2. lessen; belittle,0.0,0.0,
0.246830175,agonize,(使)非常痛苦,deep sadness,0.0,0.0,
0.410572726,detract,贬低，降低价值；使分心,1. diminish; 2. draw attention,0.0,0.0,
0.8698148720000001,forge,伪造；锻造，铸就,1. imitate falsely; 2. form,0.0,0.0,
0.34855841200000004,integrity,正直；完整性,1. adherence moral; 2. being whole,0.0,0.0,
0.514493737,pivotal,最关键的，最为重要的,of the greastest possible importance,0.0,0.0,
0.12005872199999999,malevolent,恶意的，恶毒的,vicious,0.0,0.0,
0.077147544,dwindle,逐渐减少,gradually less,0.0,0.0,
0.665238042,hurricane,飓风般的事物，引起动荡的事物,resembling a hurricane,0.0,0.0,
0.176306703,paradise,快乐，狂喜,pleasurable emotion,0.0,0.0,
0.017169488,mischievous,调皮的，淘气的,naughty teasing,0.0,0.0,
0.413972114,callous,无同情心的，冷漠的,unfeeling,0.0,0.0,
0.380716774,scribble,潦草地书写，乱写,meaningless,0.0,0.0,
0.9417335729999999,altruism,利他主义，无私,unselfish,0.0,0.0,
0.251571769,aggressive,好斗的；强有力的，强烈的,1. attack; 2. forcefulness,0.0,0.0,
0.607779183,succor,救援，援助,aid,0.0,0.0,
0.053010192000000005,succumb,屈服；死亡,1. yield to strength; 2. be brought to death,0.0,0.0,
0.861080148,enact,制定或颁布(法律),establish,0.0,0.0,
0.16920956899999998,migratory,迁移的,moving from one region to another,0.0,0.0,
0.903443274,encomium,赞颂之词,praise,0.0,0.0,
0.505464635,rave,狂热赞扬；(发疯般地)怒吼,1. exaggerated display of affection; 2. talk as if in delirium,0.0,0.0,
0.618159143,dread,恐惧,fear,0.0,0.0,
0.128901472,taint,使(品质)污损,morally bad,0.0,0.0,
0.845310085,crumple,弄皱,bend,0.0,0.0,
0.14958255,gossamer,虚无缥缈的东西；轻薄的；薄弱的,1. insubstantial; 2. light,0.0,0.0,
0.428227465,monologue,独白,by one actor,0.0,0.0,
0.899673212,paean,欢乐颂，赞扬,"joyous song,praise",0.0,0.0,
0.7873001209999999,resplendent,华丽辉煌的,brilliantly,0.0,0.0,
0.847004544,condign,应得的，恰当的,deserved,0.0,0.0,
0.45069269999999995,syllogism,由一般到个别的推理，演绎,reasoning; deduction,0.0,0.0,
0.273320164,impenetrable,不可渗透的，不可穿透的；难以理解的,1. impossible to get through; 2. incapable of being comprehended,0.0,0.0,
0.13183776,fractious,难以管束的,unruly,0.0,0.0,
0.969728112,grisly,令人反感的，令人恐惧的,repugnance,0.0,0.0,
0.032990116,abscond,偷偷离开,depart secretly,0.0,0.0,
0.103646439,debunk,揭露…的真面目,true nature,0.0,0.0,
0.793617792,badinage,打趣，善意的玩笑,banter,0.0,0.0,
0.522762171,pensive,沉思的，(尤指)哀思的,marked by sad thinking,0.0,0.0,
0.877511742,fertilize,使肥沃，使多产,make fertile,0.0,0.0,
0.813232093,grandiloquent,(语言等)浮夸的,extravagantly; bombastic,0.0,0.0,
0.167860184,meteoric,流星般迅速而短暂的,brevity,0.0,0.0,
0.265287565,nexus,连结；核心，最重要的地带,1. connection; 2. greatest importance,0.0,0.0,
0.7185181490000001,repress,镇压；阻止(正常的表达、活动或发展等),1. put down by force; 2. prevent expression,0.0,0.0,
0.178817368,mutate,(使)改变，(使)变异,undergo mutation,0.0,0.0,
0.766692348,haphazard,无秩序的，无目标的,"lack of plan, order, or direction",0.0,0.0,
0.192759846,aloft,在空中,in flight,0.0,0.0,
0.881203035,exploit,英雄行为；最大程度地利用,1. notable act ; 2. employ        ,0.0,0.0,
0.5096873670000001,aberrant,异常的，非常规的,deviating,0.0,0.0,
0.426789419,errant,误入歧途的，犯错误的,straying from standards,0.0,0.0,
0.5238133770000001,subvert,颠覆,overturn,0.0,0.0,
0.20595892300000002,summon,召集，召唤,call together,0.0,0.0,
0.571333127,untenable,防守不住的，站不住脚的,unable to be defended,0.0,0.0,
0.061872265,revolt,使厌恶，使反感；反叛,fill with disgust,0.0,0.0,
0.993137132,fringe,边缘,border,0.0,0.0,
0.837253345,sophism,假推理，诡辩,deceptive argumentation,0.0,0.0,
0.828496573,husk,剥去,remove,0.0,0.0,
0.665220781,apprehension,忧虑，恐惧；理解,1. suspicion or fear; 2. understand,0.0,0.0,
0.550935289,wince,畏缩,shrink back from pain,0.0,0.0,
0.9611572759999999,perfunctory,敷衍的，呵呵的,routine and supreficial,0.0,0.0,
0.033295382000000005,capitulate,投降，默许,give up all resistance,0.0,0.0,
0.1309379,fictitious,虚构的,not real,0.0,0.0,
0.357062913,embolden,鼓励，使大胆,instill courage,0.0,0.0,
0.06388622099999999,compound,混和物；混合的；混合；使恶化，加重,1. bring together; 2. make worse,0.0,0.0,
0.679163737,gallant,英勇的,brave; chivalrous,0.0,0.0,
0.007487703,prolix,啰嗦的，冗长的,tending to speak at excessive length,0.0,0.0,
0.578388353,paucity,少量，缺乏,dearth,0.0,0.0,
0.570773121,valorize,提升，赞美,enhance,0.0,0.0,
0.592183162,lance,刺穿，刺破,penetrate with a pointed object,0.0,0.0,
0.142274008,tasty,美味的；令人愉悦的,pleasure or contentment ,0.0,0.0,
0.019242238000000002,clandestine,隐藏的，秘密的,kept in secret,0.0,0.0,
0.619179071,pitfall,陷阱,a pit to capture animals,0.0,0.0,
0.40610452700000005,byzantine,错综复杂的,complicated or secretive,0.0,0.0,
0.21252299300000002,scandalous,引起反感的，丢脸的,disgust,0.0,0.0,
0.150306344,ad-lib,即兴的,without previous preparation,0.0,0.0,
0.477271524,periodical,周期性的，有固定间隔的,occuring at regular intervals,0.0,0.0,
0.8152441840000001,rickety,不稳的,lacking stability,0.0,0.0,
0.21018219,random,随机的，随意的,lacking pattern,0.0,0.0,
0.959181354,fluster,使慌乱,put into agitated confusion,0.0,0.0,
0.912527871,pariah,被排斥或鄙视的人,despised or rejected,0.0,0.0,
0.7576592870000001,exempt,使免除,release from liability,0.0,0.0,
0.987307739,inane,空洞的,lacking significance,0.0,0.0,
0.906858345,obstreperous,不听话的，任性的,unruly,0.0,0.0,
0.662506478,gamble,赌博，孤注一掷,bet,0.0,0.0,
0.881491582,invigorate,使精神，使强壮，鼓舞激励,impart vigor,0.0,0.0,
0.636476762,foil,挫败,prevent from being successful,0.0,0.0,
0.7107246779999999,atrocious,极坏的，极其残忍的,extremely wicked,0.0,0.0,
0.42843453,exude,分泌，流出,flow forth,0.0,0.0,
0.8663789740000001,shipshape,井然有序的,order,0.0,0.0,
0.8848213779999999,peremptory,不容反抗的；傲慢的,1. not allowing controdiction; 2. having a feeling of superiority,0.0,0.0,
0.26280979,overwrought,十分激动的，非常不安的；(装饰、文风等)过分华丽的,1. being in a state of agitation; 2. excessively decorated,0.0,0.0,
0.194511894,embed,嵌入,enclose,0.0,0.0,
0.732432683,conceal,隐藏，隐瞒,prevent disclosure,0.0,0.0,
0.734543662,articulate,清晰地表达；表达清晰的,1. clearly distinctly; 2. able to express clearly,0.0,0.0,
0.057373943,banter,幽默、打趣的(地)谈话,humored,0.0,0.0,
0.48438578200000004,plethora,过量，过剩,excess,0.0,0.0,
0.28046346,issue,(有争议的)话题，议题；(使)流出,1. matter that is in dispute; 2. flow out,0.0,0.0,
0.259177573,brazen,蛮横大胆的，厚颜无耻的；大胆自信地去面对或从事,1. contemptuously bold; 2. face with self-assurance,0.0,0.0,
0.14238337199999998,indoctrinate,教育，灌输思想,instruct,0.0,0.0,
0.033151877,attenuate,降低(数量、力量、价值),lessen,0.0,0.0,
0.268726219,rabble,混乱的人群；暴民；下层民众,disorganized corwd of people,0.0,0.0,
0.029015647000000002,fiasco,大失败,complete failure,0.0,0.0,
0.882854715,elude,躲闪，躲避；使无法理解，使困惑,1. avoid adroitly; 2. escape the perception,0.0,0.0,
0.40736493799999995,compunction,焦虑，内疚，良心不安,anxiety of guilt,0.0,0.0,
0.872032227,ally,盟友，支持者；加入联盟,1. association; 2. enter,0.0,0.0,
0.635466554,supine,懒散的，倦怠的，消极的，漠不关心的,lethargy indifference,0.0,0.0,
0.832812137,hauteur,傲慢，自大,arrogance,0.0,0.0,
0.265852077,paragon,优秀模范；把…比作；显示相识,1. example; 2. compare,0.0,0.0,
0.46452175700000004,perspicacious,极敏锐的，有洞察力的,showing mental discernment,0.0,0.0,
0.9626264390000001,inch,(使)慢慢移动,move slowly,0.0,0.0,
0.555639008,province,职能范围,field of activity or authority,0.0,0.0,
0.012913101000000001,sabotage,妨害，破坏；从事破坏活动,1. hinder a cause; 2. practice sabotage; ,0.0,0.0,
0.9120628940000001,oxymoron,矛盾修饰法,combination contradictory,0.0,0.0,
0.958132181,secede,脱离，退出(组织，团体，联盟等),withdraw from an organization,0.0,0.0,
0.466390576,blithe,愉快高兴的；无忧无虑的；漫不经心的,"1. happy, lighthearted; 2. having freedom from worries",0.0,0.0,
0.6053953639999999,pandemic,大范围流行的,widespread,0.0,0.0,
0.361484355,hack,雇佣文人；乱砍；开辟,1. writer; commercial; 2. irregular blows,0.0,0.0,
0.29342795,mean,卑贱的；吝啬的,1. ignoble; 2. sharing little,0.0,0.0,
0.44877451700000004,defer,推迟，延期遵从,postpone,0.0,0.0,
0.8841576659999999,cardinal,主要的，非常重要的,paramount,0.0,0.0,
0.359143941,teeming,大量的,covered with great numbers,0.0,0.0,
0.672825318,naysay,拒绝，否认,"oppose,deny",0.0,0.0,
0.8477061029999999,soak,使…湿透,make thoroughly wet,0.0,0.0,
0.09739331400000001,fatuous,愚笨的，昏庸的,foolish,0.0,0.0,
0.878156775,deign,(不情愿地)屈尊，俯就,condescend reluctantly,0.0,0.0,
0.917840932,rampant,(植物)生长茂盛的；猖獗的，不受限制的,1. growing thickly; 2. occuring without restraint,0.0,0.0,
0.76562568,plebeian,平民的，社会下层的,belonging to low social rank,0.0,0.0,
0.6880421520000001,preoccupation,非常关心，全神贯注,extreme concern with something,0.0,0.0,
0.800894192,skimp,缺乏的，不足的；节省花费，吝啬,1. less plentiful; 2. give insufficient funds,0.0,0.0,
0.8384821709999999,distraught,精神狂乱的，极疯狂的,agitated,0.0,0.0,
0.840221542,lissome,柔软的；敏捷的，轻盈的,1. easily bent; 2. move with ease,0.0,0.0,
0.176784446,sensuality,感官享乐,pursuit of fleshly pleasures,0.0,0.0,
0.516614948,arresting,吸引人的,attracting,0.0,0.0,
0.073360914,chivalrous,有骑士风度的，(尤指对女性)彬彬有礼的,gracious courtesy and high-minded consideration,0.0,0.0,
0.50704158,ken,视野范围,vision,0.0,0.0,
0.589256386,ingenious,聪明的，有创造才能的,"resourcefulness, cleverness",0.0,0.0,
0.784408232,tinge,给…着上少量的色彩,tint,0.0,0.0,
0.587169863,license,许可，认可；自由,1. the approval; 2. the right to move freely,0.0,0.0,
0.213691797,emigrate,vi移民，移居海外,leave,0.0,0.0,
0.43874727799999996,commotion,骚乱,an agitated disturbance,0.0,0.0,
0.46847806799999997,plastic,可塑的,susceptible of being modified,0.0,0.0,
0.945329425,belligerent,好斗的，好战的,"assertiveness, hostility, combativeness",0.0,0.0,
0.169156912,indispensable,必不可少的，不可或缺的,impossible to do without,0.0,0.0,
0.768965828,petulant,易怒的，爱发脾气的,easily irritated,0.0,0.0,
0.001299395,extol,赞美；吹捧,praise,0.0,0.0,
0.56233215,smattering,少量,small amount,0.0,0.0,
0.770560852,magnificent,壮丽的,impressive,0.0,0.0,
0.5249218729999999,facetious,喜欢开玩笑的，轻浮的,joking,0.0,0.0,
0.26594588,blackmail,敲诈，勒索,extortion of money,0.0,0.0,
0.7385175209999999,insurgent,叛乱分子,opposes authority,0.0,0.0,
0.7464398409999999,ameliorate,改善，改进,become better; improve,0.0,0.0,
0.769068235,forbearance,克制；忍耐,tolerance and restraint,0.0,0.0,
0.08036053,sequela,结果,secondary resuly,0.0,0.0,
0.029796342000000003,designate,任命；命名,1. to pick for a specific position or duty; 2. give a name to,0.0,0.0,
0.23262442,lavish,奢侈的，大量的，无节制的；挥霍，浪费,1. extravagance and profusion; 2. give readily,0.0,0.0,
0.059115010999999995,cagey,不乐意说话的,not willing to say,0.0,0.0,
0.715623404,commingle,充分混合,blend thoroughly,0.0,0.0,
0.758927453,proficient,熟练的，精通的,marked by an advanced degree of competence,0.0,0.0,
0.736148218,trifling,细微的，不重要的,lacking in significance,0.0,0.0,
0.393405069,hardy,顽强的,able to withstand,0.0,0.0,
0.365670948,circumlocution,冗长,the use of too many words to express an idea,0.0,0.0,
0.071436405,proffer,献出，提供,offer,0.0,0.0,
0.40379869799999996,obliterate,除去,remove,0.0,0.0,
0.646196953,glower,怒目而视,stare with anger,0.0,0.0,
0.49242159999999996,testimony,证词，声明,authentication,0.0,0.0,
0.622761249,equivalent,等价的，相等的,equal,0.0,0.0,
0.359621751,eclipse,使声望下降，使黯然失色,diminish importance,0.0,0.0,
0.65611571,bliss,极度快乐,ecstasy,0.0,0.0,
0.38527849299999994,assail,抨击，严厉批评,criticize harshly,0.0,0.0,
0.11735007900000001,vanquish,打败，征服,defeat,0.0,0.0,
0.200702045,leaven,在…中加入轻松、活泼或变更的因素,"mingle, permeate",0.0,0.0,
0.551626944,munificent,慷慨的,liberal in giving,0.0,0.0,
0.8990541329999999,patina,外表；(由内而外散发的)氛围，气场,1. superficial; 2. appearance or aura,0.0,0.0,
0.212918818,arbitrary,专横的，独断专行的；缺乏计划的，随意的,1. force one's will on others; 2. lacking a definite plan,0.0,0.0,
0.307503278,filter,过滤,pass through a filter,0.0,0.0,
0.761846012,trepidation,恐惧，战栗,apprehension,0.0,0.0,
0.622764643,marvel,令人惊奇的食物；(因为壮观、美丽等而)表示惊讶,"1. surprise,admiration,or wonder; 2. feel amazement",0.0,0.0,
0.000966352,cherubic,天使般可爱的,chubby and rosy,0.0,0.0,
0.018969061000000002,stock,普通的，常备的,commonly used,0.0,0.0,
0.104315891,allay,减轻,reduce intensity,0.0,0.0,
0.495303685,fallacious,谬误的，不合逻辑的,containing fallacy,0.0,0.0,
0.219898968,therapeutic,治疗的，有疗效的,treatment of disease,0.0,0.0,
0.744689995,vex,使烦恼，使恼怒,bring agitation,0.0,0.0,
0.521720159,hoodwink,欺骗,deceptive,0.0,0.0,
0.117312203,synonymous,同义的,"same, similar meaning",0.0,0.0,
0.145867301,bluff,直率的，(说话)直截了当的；欺骗,"1. direct, brief, potentially rude; 2. deceive",0.0,0.0,
0.09670362800000001,exacting,严格的，苛求的；费时间花心思的,1. rigorous; 2. repuiring effort,0.0,0.0,
0.7199055940000001,sanctuary,避难所,protection,0.0,0.0,
0.621652377,irritate,刺激，惹恼,provoke anger,0.0,0.0,
0.029984545,feign,制造假象，装出…的样子,give a false appearance,0.0,0.0,
0.40085370299999995,cronyism,任人唯亲，对好友的偏袒,favoritism friends,0.0,0.0,
0.626980946,dilapidate,(使)荒废,ruin,0.0,0.0,
0.85456649,surfeit,(使)过量，(使)饮食过度,supply excess,0.0,0.0,
0.982959782,remunerate,支付报酬，补偿,pay,0.0,0.0,
0.23817734399999999,boycott,联合抵制，拒绝参与,engage in a concerted refusal,0.0,0.0,
0.6893636459999999,verify,校验，证实,determine accuracy,0.0,0.0,
0.390729654,furtive,鬼鬼祟祟的；秘密的,stealth,0.0,0.0,
0.22764510300000002,groundless,没有依据的,no basis in reason,0.0,0.0,
0.447977842,finale,终场，结局,closing part,0.0,0.0,
0.306321978,solitude,孤独，避世,being alone,0.0,0.0,
0.21122798399999998,elegy,哀歌(诗)，挽歌(诗),expressing sorrow,0.0,0.0,
0.80200612,havoc,大混乱,out of order,0.0,0.0,
0.43290707700000003,slovenly,邋遢的，不整洁的,lacking neatness,0.0,0.0,
0.136486458,flippancy,轻率，无礼,unbecoming levity,0.0,0.0,
0.112862509,conflagration,武装冲突，战争,armed violent struggle,0.0,0.0,
0.018264231000000002,vouch,担保，声称为真,give a guarantee,0.0,0.0,
0.407774625,acquisitive,贪婪的,desirous,0.0,0.0,
0.649430582,knotty,复杂的，困难的,full of difficulties and complications,0.0,0.0,
0.540724594,sloth,怠惰，懒惰,disinclination to action,0.0,0.0,
